Name,Date,Frequency,Flux Density,Uncertainty,Upper Limit,Source Paper,Instrument,"EMERLIN, VLBA, EVN make note",Explosion Date,Date Source,Distance (Mpc),Distance Uncertainty,Distance Source
2003bg,53393,15,3430,190,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-BnA,,,,,,
2003bg,53393,4.86,10210,230,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-BnA,,,,,,
2003bg,53393,1.43,23230,603,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-BnA,,,,,,
2004C,53393.2,8.5,5273,254,,Raf’s Unpublished data,VLA-A/B,,,,,,
2003bg,53400,22.5,1860,100,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-BnA,,,,,,
2004C,53402.27,4.9,8267,233,,Raf’s Unpublished data,VLA-A/B,,,,,,
2004C,53402.27,22,2058,249,,Raf’s Unpublished data,VLA-A/B,,,,,,
2004C,53402.27,15,2270,384,,Raf’s Unpublished data,VLA-A/B,,,,,,
2003bg,53448,8.46,4620,160,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-B,,,,,,
2003bg,53448,15,2520,210,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-B,,,,,,
2003bg,53471,4.86,8490,210,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-B,,,,,,
2003bg,53471,1.43,23150,780,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-B,,,,,,
2004C,53511.47,4.9,8620,271,,Raf’s Unpublished data,VLA-B,,,,,,
2004C,53511.9,22,1538,166,,Raf’s Unpublished data,VLA-B,,,,,,
2004C,53511.9,15,2178,231,,Raf’s Unpublished data,VLA-B,,,,,,
2004C,53511.9,8.5,5486,455,,Raf’s Unpublished data,VLA-B,,,,,,
2003bg,53512,8.46,3930,130,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-B,,,,,,
2003bg,53512,4.86,7560,210,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-B,,,,,,
2003bg,53512,22.5,850,230,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-B,,,,,,
2003bg,53512,15,2690,850,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-B,,,,,,
2003bg,53512,1.43,21430,930,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-B,,,,,,
1993J,53534,8.33,2562,136,,"Long Term Radio Monitoring of SN 1993J (2007), Kurt Weiler",VLA-B/C,,,,,,
1993J,53534,25,897,139,,"Long Term Radio Monitoring of SN 1993J (2007), Kurt Weiler",VLA-B/C,,,,,,
1993J,53534,15,990,152,,"Long Term Radio Monitoring of SN 1993J (2007), Kurt Weiler",VLA-B/C,,,,,,
1993J,53534,5,3906,276,,"Long Term Radio Monitoring of SN 1993J (2007), Kurt Weiler",VLA-B/C,,,,,,
1993J,53534,1.5,8893,894,,"Long Term Radio Monitoring of SN 1993J (2007), Kurt Weiler",VLA-B/C,,,,,,
2001gd,53535,1.5,1120,1,*upper limit,THE RADIO EVOLUTION OF SN 2001gd (2007) Stockdale,VLA-C,,,,,,
2001gd,53535,5,210,1,*upper limit,THE RADIO EVOLUTION OF SN 2001gd (2007) Stockdale,VLA-C,,,,,,
2001gd,53535,8.3,140,1,*upper limit,THE RADIO EVOLUTION OF SN 2001gd (2007) Stockdale,VLA-C,,,,,,
2001gd,53535,15,480,1,*upper limit,THE RADIO EVOLUTION OF SN 2001gd (2007) Stockdale,VLA-C,,,,,,
2001gd,53535,23.1,420,1,*upper limit,THE RADIO EVOLUTION OF SN 2001gd (2007) Stockdale,VLA-C,,,,,,
2003bg,53594,8.46,4690,120,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-C,,,,,,
2003bg,53594,4.86,8230,200,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-C,,,,,,
2003bg,53594,15,2560,230,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-C,,,,,,
2003bg,53594,43.3,1310,320,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-C,,,,,,
2003bg,53594,22.5,2220,350,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-C,,,,,,
2003bg,53594,1.43,21710,1420,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-C,,,,,,
2004C,53603.94,8.5,3968,187,,Raf’s Unpublished data,VLA-C,,,,,,
2004C,53603.94,4.9,7271,367,,Raf’s Unpublished data,VLA-C,,,,,,
2004C,53603.94,22,1128,658,,Raf’s Unpublished data,VLA-C,,,,,,
2004C,53603.94,15,2140,671,,Raf’s Unpublished data,VLA-C,,,,,,
2003bg,53670,8.46,4480,70,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-DnC,,,,,,
2003bg,53670,4.86,7830,80,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-DnC,,,,,,
2003bg,53670,1.43,21840,290,,RADIO AND X-RAY LUMINOUS SN 2003bg (2006),VLA-DnC,,,,,,
2004C,53689.6,8.5,5355,231,,Raf’s Unpublished data,VLA-D,,,,,,
2004C,53689.6,22,2194,238,,Raf’s Unpublished data,VLA-D,,,,,,
2004C,53689.6,15,4086,239,,Raf’s Unpublished data,VLA-D,,,,,,
2004C,53689.6,4.9,10773,365,,Raf’s Unpublished data,VLA-D,,,,,,
1993J,53759,15,1440,1,*upper limit,"Long Term Radio Monitoring of SN 1993J (2007), Kurt Weiler",VLA-D,,,,,,
1993J,53759,8.33,1307,371,,"Long Term Radio Monitoring of SN 1993J (2007), Kurt Weiler",VLA-D,,,,,,
1993J,53759,5,3880,480,,"Long Term Radio Monitoring of SN 1993J (2007), Kurt Weiler",VLA-B/C,,,,,,
2001gd,53759,5,390,1,*upper limit,THE RADIO EVOLUTION OF SN 2001gd (2007) Stockdale,VLA-D,,,,,,
2001gd,53759,8.3,600,1,*upper limit,THE RADIO EVOLUTION OF SN 2001gd (2007) Stockdale,VLA-D,,,,,,
2004C,53801.41,22,1300,135,,Raf’s Unpublished data,VLA-A,,,,,,
2004C,53801.41,4.9,5437,139,,Raf’s Unpublished data,VLA-A,,,,,,
2004C,53801.41,8.5,3356,183,,Raf’s Unpublished data,VLA-A,,,,,,
2004C,53801.41,15,1833,251,,Raf’s Unpublished data,VLA-A,,,,,,
2001gd,53884,1.5,320,1,*upper limit,THE RADIO EVOLUTION OF SN 2001gd (2007) Stockdale,VLA-BnA,,,,,,
1993J,53914,1.5,5303,469,,"Long Term Radio Monitoring of SN 1993J (2007), Kurt Weiler",VLA-B,,,,,,
1993J,54003,5,1800,1,*upper limit,"Long Term Radio Monitoring of SN 1993J (2007), Kurt Weiler",VLA-B/C,,,,,,
1993J,54003,8.33,957,1,*upper limit,"Long Term Radio Monitoring of SN 1993J (2007), Kurt Weiler",VLA-B/C,,,,,,
2001gd,54003,5,290,1,*upper limit,THE RADIO EVOLUTION OF SN 2001gd (2007) Stockdale,VLA-B,,,,,,
2004C,54248.1,8.5,1586,75,,Raf’s Unpublished data,VLA-A,,,,,,
2004C,54248.1,4.9,3015,116,,Raf’s Unpublished data,VLA-A,,,,,,
2004C,54248.1,22,737,131,,Raf’s Unpublished data,VLA-A,,,,,,
2004C,54366.74,8.5,963,77,,Raf’s Unpublished data,VLA-A/B,,,,,,
2004C,54366.74,4.9,1751,163,,Raf’s Unpublished data,VLA-A/B,,,,,,
2004C,54772.5,8.5,825,100,,Raf’s Unpublished data,VLA-A,,,,,,
2004C,54772.5,4.9,1226,212,,Raf’s Unpublished data,VLA-A,,,,,,
2004C,54926.22,8.5,721,73,,Raf’s Unpublished data,VLA-B,,,,,,
2004C,54926.22,4.9,1424,78,,Raf’s Unpublished data,VLA-B,,,,,,
2010P,55225,5,186,1,*upper limit,"The nature of supernovae 2010O and 2010P in Arp 299 – II. Radio emission (2014), Romero-Canizales",MERLIN,,"2010 January 10,","The nature of supernovae 2010O and 2010P in Arp 299 – II. Radio emission (2014), Romero-Canizales citing Kankare et al. 2013)",None in NED,,NED
2010P,55649,36,249,1,*upper limit,"The nature of supernovae 2010O and 2010P in Arp 299 – II. Radio emission (2014), Romero-Canizales",VLA-B,,55206,,46.39,,SNE
2010P,55649,29,76,7,,"The nature of supernovae 2010O and 2010P in Arp 299 – II. Radio emission (2014), Romero-Canizales",VLA-B,,,,,,
2011dh,55716,230,3500,1,*upper limit,PANCHROMATIC OBSERVATIONS OF SN 2011dh POINT TO A COMPACT PROGENITOR STAR A. M. Soderberg,CARMA-D ,,,,Std. Dev,,NED
2011dh,55716,22.5,2680,100,,PANCHROMATIC OBSERVATIONS OF SN 2011dh POINT TO A COMPACT PROGENITOR STAR A. M. Soderberg,EVLA-A ,,2455712,,Mean,,NED
2011dh,55716,107,4500,300,,PANCHROMATIC OBSERVATIONS OF SN 2011dh POINT TO A COMPACT PROGENITOR STAR A. M. Soderberg,CARMA-D ,,,,7.185,,NED
2011dh,55716,230,3600,900,,PANCHROMATIC OBSERVATIONS OF SN 2011dh POINT TO A COMPACT PROGENITOR STAR A. M. Soderberg,SMA,,,,2.203,,NED
2011dh,55716.08,230,300,1,*upper limit,An early and comprehensive millimetre and centimetre wave and X-ray study of SN 2011dh: a non-equipartition blast wave expanding into a massive stellar wind Assaf Horesh,CARMA/EVLA?,,2011 May 31.8,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",2.45,,NED
2011dh,55716.08,107,4550,556,,An early and comprehensive millimetre and centimetre wave and X-ray study of SN 2011dh: a non-equipartition blast wave expanding into a massive stellar wind Assaf Horesh,CARMA-D ,,"Jun 1, 2011",An early and comprehensive millimetre and centimetre wave and X-ray study of SN 2011dh: a non-equipartition blast wave expanding into a massive stellar wind Assaf Horesh,Min.,,NED
2011dh,55716.21,4.8,170,1,*upper limit,An early and comprehensive millimetre and centimetre wave and X-ray study of SN 2011dh: a non-equipartition blast wave expanding into a massive stellar wind Assaf Horesh,CARMA/EVLA?,,The Palomar Transient Factory (PTF; Law et al. 2009) reported a deep non-detection in prediscovery data constraining the onset of the optical emission to be May 31.275-31.893 UT (Arcavi et al. 2011b).,PANCHROMATIC OBSERVATIONS OF SN 2011dh POINT TO A COMPACT PROGENITOR STAR A. M. Soderberg,Max.,,NED
2011dh,55716.21,7.4,203,37,,An early and comprehensive millimetre and centimetre wave and X-ray study of SN 2011dh: a non-equipartition blast wave expanding into a massive stellar wind Assaf Horesh,CARMA/EVLA?,,,,12.2,,NED
2011dh,55716.23,43.2,6950,720,,An early and comprehensive millimetre and centimetre wave and X-ray study of SN 2011dh: a non-equipartition blast wave expanding into a massive stellar wind Assaf Horesh,EVLA-A ,,2455712,What I’m using,Median,,NED
2011dh,55716.25,22.5,2600,269,,An early and comprehensive millimetre and centimetre wave and X-ray study of SN 2011dh: a non-equipartition blast wave expanding into a massive stellar wind Assaf Horesh,EVLA-A ,,,,7.83,,NED
2011dh,55717.01,8.5,455,51,,An early and comprehensive millimetre and centimetre wave and X-ray study of SN 2011dh: a non-equipartition blast wave expanding into a massive stellar wind Assaf Horesh,CARMA/EVLA?,,,,,,
2011dh,55717.1,43.2,6470,664,,An early and comprehensive millimetre and centimetre wave and X-ray study of SN 2011dh: a non-equipartition blast wave expanding into a massive stellar wind Assaf Horesh,EVLA-A ,,,,7.2583,,SNE
2011dh,55717.12,22.5,3950,406,,An early and comprehensive millimetre and centimetre wave and X-ray study of SN 2011dh: a non-equipartition blast wave expanding into a massive stellar wind Assaf Horesh,EVLA-A ,,,,,,
2011dh,55717.22,107,3660,502,,An early and comprehensive millimetre and centimetre wave and X-ray study of SN 2011dh: a non-equipartition blast wave expanding into a massive stellar wind Assaf Horesh,CARMA-D ,,,,8.03,0.77,An early and comprehensive millimetre and centimetre wave and X-ray study of SN 2011dh: a non-equipartition blast wave expanding into a massive stellar wind Assaf Horesh (in which they say “as in Arcavi et al. 2011b)
2011dh,55718.92,93,2520,367,,An early and comprehensive millimetre and centimetre wave and X-ray study of SN 2011dh: a non-equipartition blast wave expanding into a massive stellar wind Assaf Horesh,CARMA-D ,,,,,,
2011dh,55719.12,8.5,1060,60,,An early and comprehensive millimetre and centimetre wave and X-ray study of SN 2011dh: a non-equipartition blast wave expanding into a massive stellar wind Assaf Horesh,CARMA/EVLA?,,,,8.4,0.6,"PANCHROMATIC OBSERVATIONS OF SN 2011dh POINT TO A COMPACT PROGENITOR STAR A. M. Soderberg (But they cited Feldmeier, Ciardullo & Jacoby 1997 see also Vinko et al. 2011)"
2011dh,55719.2,43.2,6420,662,,An early and comprehensive millimetre and centimetre wave and X-ray study of SN 2011dh: a non-equipartition blast wave expanding into a massive stellar wind Assaf Horesh,EVLA-A ,,,,,,
2011dh,55719.22,22.5,6890,692,,An early and comprehensive millimetre and centimetre wave and X-ray study of SN 2011dh: a non-equipartition blast wave expanding into a massive stellar wind Assaf Horesh,EVLA-A ,,,,,,
2011dh,55720.91,93,1840,358,,An early and comprehensive millimetre and centimetre wave and X-ray study of SN 2011dh: a non-equipartition blast wave expanding into a massive stellar wind Assaf Horesh,CARMA-D ,,,,,,
2011dh,55721.02,8.5,1580,85,,An early and comprehensive millimetre and centimetre wave and X-ray study of SN 2011dh: a non-equipartition blast wave expanding into a massive stellar wind Assaf Horesh,CARMA/EVLA?,,,,,,
2011dh,55721.02,22.5,7460,751,,An early and comprehensive millimetre and centimetre wave and X-ray study of SN 2011dh: a non-equipartition blast wave expanding into a massive stellar wind Assaf Horesh,EVLA-A ,,,,,,
2011dh,55721.06,5,420,37,,An early and comprehensive millimetre and centimetre wave and X-ray study of SN 2011dh: a non-equipartition blast wave expanding into a massive stellar wind Assaf Horesh,CARMA/EVLA?,,,,,,
2011dh,55721.12,33.6,7490,752,,An early and comprehensive millimetre and centimetre wave and X-ray study of SN 2011dh: a non-equipartition blast wave expanding into a massive stellar wind Assaf Horesh,CARMA/EVLA?,,,,,,
2011dh,55722.95,93,1610,340,,An early and comprehensive millimetre and centimetre wave and X-ray study of SN 2011dh: a non-equipartition blast wave expanding into a massive stellar wind Assaf Horesh,CARMA-D ,,,,,,
2011dh,55723.01,43.2,3190,353,,An early and comprehensive millimetre and centimetre wave and X-ray study of SN 2011dh: a non-equipartition blast wave expanding into a massive stellar wind Assaf Horesh,CARMA/EVLA?,,,,,,
2011dh,55723.03,22.5,8170,821,,An early and comprehensive millimetre and centimetre wave and X-ray study of SN 2011dh: a non-equipartition blast wave expanding into a massive stellar wind Assaf Horesh,EVLA-A ,,,,,,
2011dh,55723.98,8.5,3150,169,,An early and comprehensive millimetre and centimetre wave and X-ray study of SN 2011dh: a non-equipartition blast wave expanding into a massive stellar wind Assaf Horesh,CARMA/EVLA?,,,,,,
2011dh,55724.02,5,1220,68,,An early and comprehensive millimetre and centimetre wave and X-ray study of SN 2011dh: a non-equipartition blast wave expanding into a massive stellar wind Assaf Horesh,CARMA/EVLA?,,,,,,
2011dh,55724.91,93,1060,328,,An early and comprehensive millimetre and centimetre wave and X-ray study of SN 2011dh: a non-equipartition blast wave expanding into a massive stellar wind Assaf Horesh,CARMA-D ,,,,,,
2010P,55727,8.5,418,99,,"The nature of supernovae 2010O and 2010P in Arp 299 – II. Radio emission (2014), Romero-Canizales",VLA-A,,,,,,
2011dh,55727.08,93,1050,200,,An early and comprehensive millimetre and centimetre wave and X-ray study of SN 2011dh: a non-equipartition blast wave expanding into a massive stellar wind Assaf Horesh,CARMA-D ,,,,,,
2011dh,55729,5,2430,37,,PANCHROMATIC OBSERVATIONS OF SN 2011dh POINT TO A COMPACT PROGENITOR STAR A. M. Soderberg,EVLA-A ,,,,,,
2011dh,55729,6.8,4090,48,,PANCHROMATIC OBSERVATIONS OF SN 2011dh POINT TO A COMPACT PROGENITOR STAR A. M. Soderberg,EVLA-A ,,,,,,
2011dh,55729,8.4,5535,57,,PANCHROMATIC OBSERVATIONS OF SN 2011dh POINT TO A COMPACT PROGENITOR STAR A. M. Soderberg,EVLA-A ,,,,,,
2011dh,55729,16,6721,70,,PANCHROMATIC OBSERVATIONS OF SN 2011dh POINT TO A COMPACT PROGENITOR STAR A. M. Soderberg,EVLA-A ,,,,,,
2011dh,55729,13.5,6805,72,,PANCHROMATIC OBSERVATIONS OF SN 2011dh POINT TO A COMPACT PROGENITOR STAR A. M. Soderberg,EVLA-A ,,,,,,
2011dh,55729,36,3473,108,,PANCHROMATIC OBSERVATIONS OF SN 2011dh POINT TO A COMPACT PROGENITOR STAR A. M. Soderberg,EVLA-A ,,,,,,
2011dh,55729,29,4603,140,,PANCHROMATIC OBSERVATIONS OF SN 2011dh POINT TO A COMPACT PROGENITOR STAR A. M. Soderberg,EVLA-A ,,,,,,
2011dh,55729,25,5127,155,,PANCHROMATIC OBSERVATIONS OF SN 2011dh POINT TO A COMPACT PROGENITOR STAR A. M. Soderberg,EVLA-A ,,,,,,
2011dh,55729,20.5,6472,195,,PANCHROMATIC OBSERVATIONS OF SN 2011dh POINT TO A COMPACT PROGENITOR STAR A. M. Soderberg,EVLA-A ,,,,,,
2011dh,55729.2,4.9,2430,44,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55729.2,8.4,5535,57,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55729.2,6.7,4090,63,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55729.2,16,6790,73,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55729.2,13.5,6970,74,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55729.2,36,3470,110,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55729.2,29,4600,140,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55729.2,25,5130,160,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55729.2,20.5,6500,200,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55733.2,1.4,130,1,*upper limit,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55733.2,1.8,120,1,*upper limit,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55733.2,4.9,3150,43,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55733.2,3.5,1400,55,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55733.2,6.7,4800,55,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55733.2,16,5313,57,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55733.2,8.4,5870,60,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55733.2,13.5,5940,64,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55733.2,36,2190,74,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55733.2,2.5,540,79,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55733.2,29,3117,97,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55733.2,25,3610,120,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55733.2,20.5,4560,140,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55738.2,3.5,2920,61,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55738.2,4.9,4920,63,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55738.2,36,1644,64,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55738.2,1.8,800,66,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55738.2,2.5,1626,70,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55738.2,6.7,5980,70,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55738.2,8.4,6935,71,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55738.2,29,2349,77,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55738.2,1.4,243,79,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55738.2,13.5,5574,80,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55738.2,16,4744,96,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55738.2,25,2880,110,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55738.2,20.5,3700,130,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2010P,55746,5,408,81,,"The nature of supernovae 2010O and 2010P in Arp 299 – II. Radio emission (2014), Romero-Canizales",E-MERLIN,wee woo,,,,,
2011dh,55748.1,1.8,1236,67,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55748.1,13.5,4334,68,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55748.1,8.4,6820,71,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55748.1,1.4,331,72,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55748.1,3.5,4908,72,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55748.1,2.5,2982,73,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55748.1,16,3917,73,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55748.1,29,2063,73,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55748.1,36,1772,74,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55748.1,6.7,7222,78,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55748.1,4.9,6871,91,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55748.1,25,2530,100,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55748.1,20.5,2920,110,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55758.1,36,1159,51,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55758.1,29,1549,53,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55758.1,13.5,3790,63,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55758.1,8.4,6082,64,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55758.1,16,2960,67,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55758.1,1.8,1858,69,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55758.1,1.4,719,74,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55758.1,6.7,6987,77,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
