,Composition,Synth. Probability,Half Heusler (F-43m),Experimental Structure,Electron Count,Label,random
112,YbAgGe,0.002,0.20584831,MoNiP (P-62m),31,Common non-HH Prototype,0.35
1305,LaAgGe,0.002,0.138036623,LiGaGe (P63mc),18,Common non-HH Prototype,-0.08
22,TaIrSi,0.002,0.088013162,MgSrSi (Pnma),18,Common non-HH Prototype,0.96
1706,ErNiZn,0.002,0.193596193,MoNiP (P-62m),36,Common non-HH Prototype,-0.66
287,ZrFeSi,0.002,0.480790613,MgSrSi (Pnma),16,Common non-HH Prototype,0.84
1782,NbCoSb,0.002,0.146686655,Half Heusler (F-43m),19,Half Heusler,-0.31
616,ZrNiSb,0.002,0.029495697,MgSrSi (Pnma),19,Common non-HH Prototype,0.62
1270,CrNiAl,0.002,0.560131609,[Laves(cub)#MgCu2],19,Other non-HH Prototype,-0.79
891,DyScSb,0.002,0.358756192,[Cu2Sb],20,Other non-HH Prototype,-0.07
496,YbCdSn,0.002,0.098482385,MoNiP (P-62m),32,Common non-HH Prototype,-0.54
322,NiPdGe,0.002,0.202441245,[PbClF],30,Other non-HH Prototype,1
1062,MoPdPt,0.002,0.606508573,phase_separating,32,Phase Separating,0.26
1689,MoNiSi,0.002,0.516428268,[MgZn2],20,Other non-HH Prototype,0.17
1560,TaCoB,0.002,0.429473185,[NbCoB],17,Other non-HH Prototype,0.01
1051,GdRhSi,0.002,0.443106772,MgSrSi (Pnma),16,Common non-HH Prototype,0.33
1511,ScNiSb,0.002,0,Half Heusler (F-43m),18,Half Heusler,0.9
757,AgHgSn,0.002,0.074309462,phase_separating,27,Phase Separating,0.5
61,ZrPdGe,0.002,0.134682397,MgSrSi (Pnma),24,Common non-HH Prototype,-0.49
330,YbMgSi,0.002,0.096646586,MgSrSi (Pnma),28,Common non-HH Prototype,0.07
450,ZrPdAl,0.002,0.224218158,[MgZn2],23,Other non-HH Prototype,-0.5
1142,HfRhAl,0.002,0.266941229,[MgZn2],16,Other non-HH Prototype,0.08
1247,EuPdCd,0.002,0.122865032,MgSrSi (Pnma),37,Common non-HH Prototype,0.23
446,SmZnGa,0.002,0.159375223,AsHgK (P63/mmc),23,Common non-HH Prototype,-0.36
1259,NdScSi,0.002,0.198429299,[La2Sb],13,Other non-HH Prototype,-0.48
578,LaZnSn,0.002,0.164757418,[YPtAs],19,Other non-HH Prototype,0.72
1912,SmNiBi,0.002,0,Half Heusler (F-43m),23,Half Heusler,-0.13
913,AgCdSn,0.002,0.007886908,phase_separating,27,Phase Separating,-0.94
1140,MnCuIn,0.002,0.251976024,[MgZn2],21,Other non-HH Prototype,0.76
456,ThNiIn,0.002,0.094527556,MoNiP (P-62m),17,Common non-HH Prototype,-0.01
1029,HoPtSn,0.002,0.054435256,MoNiP (P-62m),27,Common non-HH Prototype,0.36
889,GdIrSb,0.002,0.094181209,MgSrSi (Pnma),17,Common non-HH Prototype,-0.18
1127,AuBiTe,0.002,0.24405867,phase_separating,22,Phase Separating,-0.49
1087,UFeNi,0.002,0.456908836,[Laves(cub)#MgCu2],21,Other non-HH Prototype,0.2
1124,UCrNi,0.002,0.596868649,[Laves(cub)#MgCu2],19,Other non-HH Prototype,-0.7
1306,HfPtSi,0.002,0.087433378,MgSrSi (Pnma),18,Common non-HH Prototype,-0.98
1448,BaCuGe,0.002,0.425152797,[AlB2],23,Other non-HH Prototype,0.46
582,YbPdSi,0.002,0.384008254,[YPdSi],36,Other non-HH Prototype,0.04
918,CeMnSi,0.002,0.447865625,[PbClF],14,Other non-HH Prototype,-0.26
1867,NdRhAl,0.002,0.304831475,MgSrSi (Pnma),18,Common non-HH Prototype,0.81
1591,MnNiSb,0.002,0,Half Heusler (F-43m),22,Half Heusler,-0.36
38,DyAuIn,0.002,0.098829414,MoNiP (P-62m),26,Common non-HH Prototype,-0.23
856,RbHgSb,0.002,0.255669292,AsHgK (P63/mmc),24,Common non-HH Prototype,-0.79
84,SrMgSn,0.002,0.143278552,MgSrSi (Pnma),20,Common non-HH Prototype,-0.25
354,ZrCoNi,0.002,0.478214768,[Laves(cub)#MgCu2],23,Other non-HH Prototype,-0.72
1379,ZrIrAl,0.002,0.254643424,[MgZn2],16,Other non-HH Prototype,-0.44
489,ZrOsSi,0.002,0.596057639,MgSrSi (Pnma),16,Common non-HH Prototype,0.91
165,HoIrGa,0.002,0.246931172,MgSrSi (Pnma),25,Common non-HH Prototype,-0.35
1278,ZnSnSb,0.002,0.138233208,phase_separating,21,Phase Separating,0.46
18,LiIrGa,0.002,0.270533878,AsHgK (P63/mmc),15,Common non-HH Prototype,-0.3
646,TbIrSb,0.002,0.080481779,MgSrSi (Pnma),25,Common non-HH Prototype,0.97
1020,GeAsTe,0.002,0.454088989,phase_separating,15,Phase Separating,-0.75
1795,UMnGe,0.002,0.226785569,MgSrSi (Pnma),14,Common non-HH Prototype,-0.55
1630,ZrMnAl,0.002,0.603728289,[MgZn2],14,Other non-HH Prototype,-0.08
1022,MoWB,0.002,0.666690368,[CuAl2],15,Other non-HH Prototype,0.92
423,ZrNbSi,0.002,0.504160246,[MgZn2],13,Other non-HH Prototype,-0.14
1725,DyRhGe,0.002,0.315817009,MgSrSi (Pnma),25,Common non-HH Prototype,0.5
1815,YRhSi,0.002,0.456535653,MgSrSi (Pnma),16,Common non-HH Prototype,0.01
1369,ErAlGe,0.002,0.390413796,[YAlGe],21,Other non-HH Prototype,-0.17
196,DyRhIn,0.002,0.142298512,MoNiP (P-62m),24,Common non-HH Prototype,0.4
1872,MgAuSn,0.002,0,Half Heusler (F-43m),23,Half Heusler,-0.17
1890,SrAgPb,0.002,0.120163224,[KHg2],23,Other non-HH Prototype,-0.55
1026,DyScSi,0.002,0.176098802,phase_separating,19,Phase Separating,-0.93
223,NbNiGe,0.002,0.232105462,MgSrSi (Pnma),19,Common non-HH Prototype,-0.12
198,HfCrSi,0.002,0.634521004,MgSrSi (Pnma),14,Common non-HH Prototype,0.16
1515,ThNiGe,0.002,0,[AlB2],18,Other non-HH Prototype,-0.52
347,RbMnBi,0.002,0.628954778,[PbClF],19,Other non-HH Prototype,0.81
410,YAgSn,0.002,0.061420445,LiGaGe (P63mc),18,Common non-HH Prototype,0.26
202,TaFeGe,0.002,0.106137324,MgSrSi (Pnma),17,Common non-HH Prototype,0.17
975,TaVMo,0.002,0.88370276,phase_separating,16,Phase Separating,0.22
698,LaZnGa,0.002,0.138456693,AsHgK (P63/mmc),18,Common non-HH Prototype,0.77
507,MgYGa,0.002,0.146782304,MoNiP (P-62m),14,Common non-HH Prototype,0.17
131,NdPdIn,0.002,0.17048636,MoNiP (P-62m),25,Common non-HH Prototype,0.52
252,DyCoNi,0.002,0.483216466,[Laves(cub)#MgCu2],31,Other non-HH Prototype,-0.37
189,SmRhZn,0.001,0.216432722,MgSrSi (Pnma),29,Common non-HH Prototype,0.86
708,SmRhIn,0.001,0.155820546,MoNiP (P-62m),20,Common non-HH Prototype,0.77
625,CaMgSn,0.001,0.10371748,MgSrSi (Pnma),20,Common non-HH Prototype,-0.03
476,ScPtZn,0.001,0.155190515,[YAlGe],25,Other non-HH Prototype,-0.37
1880,BaAgPb,0.001,0.154938519,[KHg2],23,Other non-HH Prototype,0.55
580,LaMnCo,0.001,0.372718294,phase_separating,19,Phase Separating,0.57
132,NbCrB,0.001,0.564851379,phase_separating,14,Phase Separating,0.74
1207,YMnAl,0.001,0.509571542,[Laves(cub)#MgCu2],13,Other non-HH Prototype,0.53
826,PrNiAl,0.001,0.245731892,MoNiP (P-62m),18,Common non-HH Prototype,-0.89
88,LaNiSi,0.001,0.333324563,[LaPtSi],17,Other non-HH Prototype,0.45
113,GdCoSb,0.001,0.186462217,phase_separating,17,Phase Separating,-0.19
1315,DyPtSn,0.001,0.06289163,MoNiP (P-62m),26,Common non-HH Prototype,0.46
1139,TaNbMo,0.001,0.768587191,phase_separating,16,Phase Separating,-0.14
364,UPdIn,0.001,0.324685551,MoNiP (P-62m),22,Common non-HH Prototype,-0.31
1483,NbCoGe,0.001,0,MgSrSi (Pnma),18,Common non-HH Prototype,0.91
1050,TmRhSn,0.001,0.145288827,MoNiP (P-62m),28,Common non-HH Prototype,0.6
1450,ErPdTl,0.001,0.148823566,[InMg2],33,Other non-HH Prototype,-0.01
1430,NbCrMo,0.001,0.718436617,phase_separating,17,Phase Separating,0.13
1454,URhAl,0.001,0.542760579,MoNiP (P-62m),15,Common non-HH Prototype,-0.6
944,CePdCd,0.001,0.140524597,MoNiP (P-62m),31,Common non-HH Prototype,-0.72
586,HfPdSb,0.001,0.148507748,MgSrSi (Pnma),25,Common non-HH Prototype,0.02
903,YbAgBi,0.001,0.010234375,LiGaGe (P63mc),32,Common non-HH Prototype,0.24
986,AgAuSn,0.001,0.04036263,phase_separating,26,Phase Separating,0.21
439,ZrGeSb,0.001,0.628053213,[UP2#UAs2],13,Other non-HH Prototype,-0.63
715,SrPtAs,0.001,0.481512773,AsHgK (P63/mmc),23,Common non-HH Prototype,-0.35
68,HfMoRe,0.001,0.616080804,phase_separating,17,Phase Separating,-0.82
470,BaPdAs,0.001,0.489387797,[LiBaSi],29,Other non-HH Prototype,0.37
678,DyPdIn,0.001,0.167025123,MoNiP (P-62m),31,Common non-HH Prototype,0.54
1528,HfRhSi,0.001,0.331283089,MgSrSi (Pnma),17,Common non-HH Prototype,0.06
629,ErPtIn,0.001,0.127861434,MoNiP (P-62m),27,Common non-HH Prototype,-0.35
657,LaPtGe,0.001,0.294190155,[LaPtSi],17,Other non-HH Prototype,-0.57
1047,HoPtGe,0.001,0.201482906,MgSrSi (Pnma),27,Common non-HH Prototype,0.34
303,DyIrIn,0.001,0.130696829,MoNiP (P-62m),24,Common non-HH Prototype,-0.67
1308,PrNiGe,0.001,0.227648838,MgSrSi (Pnma),19,Common non-HH Prototype,0.51
447,SmAgSi,0.001,0.180091884,MoNiP (P-62m),23,Common non-HH Prototype,-0.59
1058,GdRhAl,0.001,0.287659022,MgSrSi (Pnma),15,Common non-HH Prototype,-0.45
1422,HoPtSb,0.001,0,Half Heusler (F-43m),28,Half Heusler,-0.56
1813,NbRhSn,0.001,0,Half Heusler (F-43m),18,Half Heusler,-0.8
1551,MnRuGa,0.001,0.373154832,Half Heusler (F-43m),18,Half Heusler,-0.61
67,ScPdGa,0.001,0.214924197,MgSrSi (Pnma),22,Common non-HH Prototype,0.98
1835,ThIrGa,0.001,0.248368893,MoNiP (P-62m),16,Common non-HH Prototype,-0.23
0,FeNiB,0.001,0.237875081,[CuAl2],21,Other non-HH Prototype,0.23
1068,TbPtGa,0.001,0.235193849,MgSrSi (Pnma),24,Common non-HH Prototype,0.11
1288,TlAsTe,0.001,0.410008374,phase_separating,14,Phase Separating,-0.59
226,YAgGe,0.001,0.154922568,MoNiP (P-62m),18,Common non-HH Prototype,0.25
1420,LaAgSn,0.001,0.071105508,[CaIn2],18,Other non-HH Prototype,-0.28
1268,TaVCo,0.001,0.560176346,[MgZn2],19,Other non-HH Prototype,0.69
175,ErNiB,0.001,0.580133219,phase_separating,27,Phase Separating,0.39
623,CeZnTl,0.001,0.053820045,AsHgK (P63/mmc),18,Common non-HH Prototype,-0.54
1641,TmPtSb,0.001,0,Half Heusler (F-43m),30,Half Heusler,0
1627,TiPdGa,0.001,0.22222815,AsHgK (P63/mmc),23,Common non-HH Prototype,-0.47
869,HoAuIn,0.001,0.095995439,MoNiP (P-62m),27,Common non-HH Prototype,-0.13
1693,NbRhGe,0.001,0.054750657,MgSrSi (Pnma),18,Common non-HH Prototype,-0.84
972,TaNiAs,0.001,0.479058746,MgSrSi (Pnma),20,Common non-HH Prototype,-0.24
1330,YNiAs,0.001,0.132777793,[LiBaSi],18,Other non-HH Prototype,-0.05
78,YCoSn,0.001,0.167128653,MgSrSi (Pnma),16,Common non-HH Prototype,0.87
1112,YPdTl,0.001,0.136248132,[InMg2],22,Other non-HH Prototype,0.37
406,LuSnGe,0.001,0.377328719,[MoAlB],11,Other non-HH Prototype,0.83
164,CaPtIn,0.001,0.139952876,MgSrSi (Pnma),21,Common non-HH Prototype,0.97
194,SmScGe,0.001,0.199738325,[La2Sb],15,Other non-HH Prototype,-0.87
1432,TmRhIn,0.001,0.129880036,MoNiP (P-62m),27,Common non-HH Prototype,0.15
968,ZnAlSb,0.001,0.232631674,phase_separating,20,Phase Separating,-0.24
1764,LaAuSn,0.001,0.004026175,LiGaGe (P63mc),18,Common non-HH Prototype,0.6
359,CdBiSb,0.001,0.175711073,phase_separating,22,Phase Separating,-0.57
1695,TbPdPb,0.001,0.047268101,MoNiP (P-62m),31,Common non-HH Prototype,0.32
1215,EuPtSn,0.001,0.223888431,MgSrSi (Pnma),23,Common non-HH Prototype,0.45
241,UCoNi,0.001,0.482757485,[Laves(cub)#MgCu2],22,Other non-HH Prototype,-0.64
813,HoZnIn,0.001,0.074168152,AsHgK (P63/mmc),28,Common non-HH Prototype,-0.23
1651,GdPtSb,0.001,0,Half Heusler (F-43m),18,Half Heusler,0.07
1171,MgAgAs,0.001,0.026906621,Half Heusler (F-43m),24,Half Heusler,-0.23
455,TmPtSn,0.001,0.037638284,MoNiP (P-62m),29,Common non-HH Prototype,1
136,CePtPb,0.001,0.071604384,MoNiP (P-62m),17,Common non-HH Prototype,0.69
1735,FeNiAs,0.001,0.128927063,MoNiP (P-62m),23,Common non-HH Prototype,0.34
760,TaNiAl,0.001,0.120226948,[MgZn2],18,Other non-HH Prototype,-0.91
166,LuPdIn,0.001,0.145987306,MoNiP (P-62m),22,Common non-HH Prototype,0.78
1015,YbZnGe,0.001,0.134963114,[KHg2],32,Other non-HH Prototype,-0.35
1185,TmPtIn,0.001,0.121433991,MoNiP (P-62m),28,Common non-HH Prototype,-0.07
996,YbAgSi,0.001,0.293167625,MoNiP (P-62m),31,Common non-HH Prototype,-0.21
1141,CeMgCu,0.001,0.138347063,MoNiP (P-62m),22,Common non-HH Prototype,-0.49
187,ZrCuGe,0.001,0.267327307,MgSrSi (Pnma),19,Common non-HH Prototype,-0.48
1694,CeZnIn,0.001,0.04869502,AsHgK (P63/mmc),18,Common non-HH Prototype,0.1
1843,ErMnSi,0.001,0.426982923,MgSrSi (Pnma),25,Common non-HH Prototype,-0.04
1443,HoPdBi,0.001,0,Half Heusler (F-43m),34,Half Heusler,-0.83
1797,BeFeAl,0.001,0.487378795,phase_separating,15,Phase Separating,-0.41
215,GdZnSn,0.001,0.181710845,[YPtAs],19,Other non-HH Prototype,-0.99
300,CeZnSn,0.001,0.183991732,[YPtAs],19,Other non-HH Prototype,-0.02
749,CeCoNi,0.001,0.539567898,[Laves(cub)#MgCu2],22,Other non-HH Prototype,0.2
1192,LiInSn,0.001,0,Half Heusler (F-43m),10,Half Heusler,0.41
668,TiMnSn,0.001,0.378550341,phase_separating,15,Phase Separating,-0.25
1065,CdGaSb,0.001,0.154257851,phase_separating,20,Phase Separating,0.27
1768,SrGaSi,0.001,0.391325099,[AlB2],15,Other non-HH Prototype,0.97
1555,TmPdSi,0.001,0.280961063,MgSrSi (Pnma),35,Common non-HH Prototype,-0.5
66,CaNiGe,0.001,0.335784058,[PbClF],22,Other non-HH Prototype,-0.45
862,TbCoGe,0.001,0.318192605,MgSrSi (Pnma),24,Common non-HH Prototype,0.46
803,PrCuGe,0.001,0.141734158,[SmNiSb],20,Other non-HH Prototype,-0.85
363,YbAgSb,0.001,0.038028952,MgSrSi (Pnma),32,Common non-HH Prototype,0.9
234,YbPdPb,0.001,0.101198887,MoNiP (P-62m),36,Common non-HH Prototype,0.27
486,CdGaAs,0.001,0.263527715,phase_separating,20,Phase Separating,0.59
391,CaAuCd,0.001,0.103022438,MgSrSi (Pnma),31,Common non-HH Prototype,-0.2
959,TmPtGa,0.001,0.21236827,MgSrSi (Pnma),28,Common non-HH Prototype,-0.49
998,ScPtAl,0.001,0.235957785,MgSrSi (Pnma),16,Common non-HH Prototype,0.3
1681,CeAgGe,0.001,0.138262363,LiGaGe (P63mc),18,Common non-HH Prototype,-0.9
26,ScCoB,0.001,0.51544261,phase_separating,15,Phase Separating,-0.3
1810,NbCoB,0.001,0.423405147,[NbCoB],17,Other non-HH Prototype,-0.81
1211,TiCoSb,0.001,0,Half Heusler (F-43m),18,Half Heusler,0.42
1394,HfCuSn,0.001,0.09387483,LiGaGe (P63mc),19,Common non-HH Prototype,0.83
1193,MgCuPb,0.001,0.064114793,Half Heusler (F-43m),23,Half Heusler,-0.2
890,TiVAl,0.001,0.762005038,phase_separating,12,Phase Separating,-0.34
1157,EuZnPb,0.001,0.009950825,[KHg2],25,Other non-HH Prototype,0.16
471,YPdSn,0.001,0.07825413,MgSrSi (Pnma),23,Common non-HH Prototype,0.38
1234,ZrNiGa,0.001,0.179441127,MoNiP (P-62m),17,Common non-HH Prototype,0.34
1135,BaCaSn,0.001,0.12543812,MgSrSi (Pnma),20,Common non-HH Prototype,0.55
983,HoAuGe,0.001,0.073072397,LiGaGe (P63mc),28,Common non-HH Prototype,-0.15
977,EuAgIn,0.001,0.168824861,[None],23,Other non-HH Prototype,-0.04
328,MgYZn,0.001,0.213694548,MoNiP (P-62m),23,Common non-HH Prototype,-0.4
448,TaFeB,0.001,0.493560361,MoNiP (P-62m),16,Common non-HH Prototype,-0.1
1507,ErRhSb,0.001,0.035962225,MgSrSi (Pnma),28,Common non-HH Prototype,0.87
474,UNiAs,0.001,0.50236877,[YPtAs],18,Other non-HH Prototype,-0.12
855,PtSnTe,0.001,0.23365986,[CoAsS],20,Other non-HH Prototype,-0.25
1002,VNiGe,0.001,0.128176644,MgSrSi (Pnma),19,Common non-HH Prototype,0.34
899,SmPdSn,0,0.104060408,MgSrSi (Pnma),28,Common non-HH Prototype,-0.66
874,YPtIn,0,0.145918787,MoNiP (P-62m),16,Common non-HH Prototype,0.77
1806,SnPbTe,0,0.367848321,phase_separating,14,Phase Separating,-0.75
449,EuPdGa,0,0.225459583,MgSrSi (Pnma),28,Common non-HH Prototype,-0.46
373,YNiGa,0,0.216807967,[HoNiGa],16,Other non-HH Prototype,-1
107,VSiGe,0,0.6254999,[CrSi2],13,Other non-HH Prototype,0.79
311,TbRhBi,0,0.002361067,MoNiP (P-62m),25,Common non-HH Prototype,-0.67
526,KSnSb,0,0.271276347,[KSnAs],16,Other non-HH Prototype,-0.6
1111,NdPdTl,0,0.134292878,MoNiP (P-62m),25,Common non-HH Prototype,0.38
896,LaAuIn,0,0.104025802,MoNiP (P-62m),17,Common non-HH Prototype,-0.47
1747,DyPtIn,0,0.139802241,MoNiP (P-62m),25,Common non-HH Prototype,0.04
1359,CeCoRh,0,0.568925245,[Laves(cub)#MgCu2],21,Other non-HH Prototype,-0.93
1180,AuCdSb,0,0,Half Heusler (F-43m),28,Half Heusler,-0.02
1659,PtBiSb,0,0.096923031,[FeS2],20,Other non-HH Prototype,-0.23
183,ZrRuAs,0,0.297576938,MoNiP (P-62m),17,Common non-HH Prototype,0.1
1198,AuSiBi,0,0.309535045,phase_separating,20,Phase Separating,-0.4
858,ZrTiAs,0,0.458086323,[La2Sb],13,Other non-HH Prototype,0.01
915,ScCrGa,0,0.562320612,phase_separating,12,Phase Separating,0.93
1807,PbSbTe,0,0.405554152,phase_separating,15,Phase Separating,0.29
1682,ErAuGe,0,0.066606323,LiGaGe (P63mc),29,Common non-HH Prototype,0.12
1310,MoFeSi,0,0.042983573,[MgZn2],18,Other non-HH Prototype,-0.79
985,ScHfGe,0,0.381075429,phase_separating,11,Phase Separating,-0.3
1039,CaMgPt,0,0.164450637,MgSrSi (Pnma),26,Common non-HH Prototype,-0.42
299,TbAuGe,0,0.086465923,LiGaGe (P63mc),26,Common non-HH Prototype,0.4
560,DyZnTl,0,0.07695822,AsHgK (P63/mmc),27,Common non-HH Prototype,0.64
1096,EuPtGa,0,0.256918303,MgSrSi (Pnma),22,Common non-HH Prototype,0.07
1678,PrIrAl,0,0.349260062,MgSrSi (Pnma),17,Common non-HH Prototype,0.98
1134,PrCuIn,0,0.082940454,MoNiP (P-62m),19,Common non-HH Prototype,0.34
1547,BaHgSn,0,0.10965158,AsHgK (P63/mmc),24,Common non-HH Prototype,0.56
79,CaRhIn,0,0.16000315,MgSrSi (Pnma),20,Common non-HH Prototype,0.14
111,TiNbCr,0,0.590007456,phase_separating,15,Phase Separating,-0.37
1312,ScMnGe,0,0.331589524,MoNiP (P-62m),14,Common non-HH Prototype,0.43
1673,MoCoB,0,0.513473265,MgSrSi (Pnma),18,Common non-HH Prototype,-0.89
1802,PrMgGa,0,0.114322339,MoNiP (P-62m),16,Common non-HH Prototype,0.22
1401,ZrRhSb,0,0,Half Heusler (F-43m),18,Half Heusler,-0.79
1160,NbFeAs,0,0,MgSrSi (Pnma),18,Common non-HH Prototype,0.92
382,AgCdTe,0,0.257856729,phase_separating,29,Phase Separating,-0.44
246,LaIrAs,0,0.422477365,[LaPtSi],17,Other non-HH Prototype,-0.02
690,NbMnSi,0,0.52899188,MoNiP (P-62m),16,Common non-HH Prototype,0.11
290,CaPdCd,0,0.117564761,MgSrSi (Pnma),36,Common non-HH Prototype,-0.77
1365,GdIrGa,0,0.262201998,MgSrSi (Pnma),15,Common non-HH Prototype,0.09
946,SmPdAl,0,0.281016104,MgSrSi (Pnma),27,Common non-HH Prototype,-0.87
351,LiCaBi,0,0.114981742,MgSrSi (Pnma),16,Common non-HH Prototype,-0.06
1030,ThPtIn,0,0.110067437,MoNiP (P-62m),17,Common non-HH Prototype,0.19
298,ZrTaV,0,0.764379597,phase_separating,14,Phase Separating,-0.69
810,GdAuGe,0,0.093373392,LiGaGe (P63mc),18,Common non-HH Prototype,0.83
897,HfIrAl,0,0.239948635,[MgZn2],16,Other non-HH Prototype,-0.47
723,CeCrB,0,0.948407614,phase_separating,12,Phase Separating,0.08
665,TmIrSb,0,0.023928122,MgSrSi (Pnma),29,Common non-HH Prototype,0.95
1076,PtGaSb,0,0.094439161,phase_separating,18,Phase Separating,0.93
1424,HoRhBi,0,0,MoNiP (P-62m),27,Common non-HH Prototype,0.45
358,CdGaPb,0,0.104440775,phase_separating,19,Phase Separating,-0.44
281,KHgAs,0,0.224355643,AsHgK (P63/mmc),24,Common non-HH Prototype,-0.35
1588,HfMnNi,0,0.477514166,phase_separating,21,Phase Separating,0.36
978,LaRhSn,0,0.207810626,MoNiP (P-62m),16,Common non-HH Prototype,0.79
917,EuMgPd,0,0.172622799,MgSrSi (Pnma),33,Common non-HH Prototype,-0.59
1038,TmAgGe,0,0.154416551,MoNiP (P-62m),30,Common non-HH Prototype,0.87
401,DyRhZn,0,0.215339039,MgSrSi (Pnma),33,Common non-HH Prototype,-0.1
1791,LiAuSb,0,0,Half Heusler (F-43m),19,Half Heusler,0.53
617,LiCuGe,0,0.146154038,[CaF2],18,Other non-HH Prototype,0.49
1440,VPdAs,0,0.178851899,[Cr2P],26,Other non-HH Prototype,-0.69
995,TaCrNi,0,0.716232813,[MgZn2],21,Other non-HH Prototype,-0.02
870,CoSiGe,0,0.158595906,phase_separating,17,Phase Separating,0.91
570,LuRhGa,0,0.210415217,MgSrSi (Pnma),15,Common non-HH Prototype,-0.24
1360,TaWB,0,0.713374414,[CuAl2],14,Other non-HH Prototype,-0.99
1059,SrCdGe,0,0.074422022,MgSrSi (Pnma),24,Common non-HH Prototype,-0.29
1437,NdScGe,0,0.210971292,[La2Sb],13,Other non-HH Prototype,-0.91
1487,LaRhGa,0,0.223459947,MgSrSi (Pnma),15,Common non-HH Prototype,-0.23
403,BaZnGe,0,0.291226043,AsHgK (P63/mmc),24,Common non-HH Prototype,0.74
1602,DyRuSi,0,0.532213477,MgSrSi (Pnma),24,Common non-HH Prototype,0.24
457,NdRhIn,0,0.161862431,MoNiP (P-62m),18,Common non-HH Prototype,0.35
1599,LiMgAl,0,0.327590513,phase_separating,14,Phase Separating,0.8
567,HoAgPb,0,0.027310327,LiGaGe (P63mc),28,Common non-HH Prototype,-0.7
908,AgAuSi,0,0.123491805,phase_separating,26,Phase Separating,0.38
161,HfFeGa,0,0.370993119,phase_separating,15,Phase Separating,0.41
1042,ReFeB,0,0.442902032,[CuAl2],18,Other non-HH Prototype,0.35
184,YbIrIn,0,0.147706278,MgSrSi (Pnma),28,Common non-HH Prototype,-0.73
1144,SmNiSn,0,0.090159878,MgSrSi (Pnma),22,Common non-HH Prototype,0.08
1368,LuAlGe,0,0.383912005,[YAlGe],10,Other non-HH Prototype,0.59
771,ZrRhSi,0,0.377834167,MgSrSi (Pnma),17,Common non-HH Prototype,0.75
1237,DyCoGe,0,0.316586654,MgSrSi (Pnma),25,Common non-HH Prototype,1
1572,ScPdSb,0,0,Half Heusler (F-43m),24,Half Heusler,-0.44
1732,ZrPtGe,0,0,MgSrSi (Pnma),18,Common non-HH Prototype,0.25
125,YIrSb,0,0.083848181,MgSrSi (Pnma),17,Common non-HH Prototype,0.01
1423,TmRhBi,0,0,Half Heusler (F-43m),29,Half Heusler,-0.91
1767,HfTaV,0,0.766870686,phase_separating,14,Phase Separating,0.37
762,TmAuGe,0,0.059666393,LiGaGe (P63mc),30,Common non-HH Prototype,0.84
682,PrMnB,0,0.771553969,phase_separating,15,Phase Separating,0.15
865,ZrVW,0,0.804396088,[Laves(cub)#MgCu2],15,Other non-HH Prototype,-0.46
1478,YbPtAl,0,0.291031945,MgSrSi (Pnma),29,Common non-HH Prototype,0.22
970,ZrRhAl,0,0.28144277,[MgZn2],16,Other non-HH Prototype,-0.8
730,TaNiB,0,0.386225579,[MoAlB],18,Other non-HH Prototype,-0.58
673,ErAgSi,0,0.194198391,MoNiP (P-62m),29,Common non-HH Prototype,-0.32
904,ErCuAl,0,0.21337637,MoNiP (P-62m),28,Common non-HH Prototype,0.34
960,TbNiSi,0,0.311086608,MgSrSi (Pnma),25,Common non-HH Prototype,0.38
1191,ZrCoBi,0,0,Half Heusler (F-43m),18,Half Heusler,0.05
1120,ZnCdTe,0,0.347377417,phase_separating,30,Phase Separating,0.58
1070,CrWSi,0,0.560731036,[MgZn2],16,Other non-HH Prototype,0.04
943,HfPdSi,0,0.218727796,MgSrSi (Pnma),24,Common non-HH Prototype,0.55
590,GdZnGa,0,0.16669933,AsHgK (P63/mmc),18,Common non-HH Prototype,-0.63
883,HoMoB,0,0.678090062,phase_separating,22,Phase Separating,-0.52
853,PrZnIn,0,0.061969818,AsHgK (P63/mmc),20,Common non-HH Prototype,-0.23
1667,LiMnSi,0,0.428527841,phase_separating,14,Phase Separating,-0.59
555,YbRhSn,0,0.157420509,MoNiP (P-62m),29,Common non-HH Prototype,-0.76
1927,VCrB,0,0.519239076,phase_separating,14,Phase Separating,-0.2
1161,CeCuAl,0,0.169837352,MoNiP (P-62m),17,Common non-HH Prototype,0.48
1138,TbIrIn,0,0.135885578,MoNiP (P-62m),23,Common non-HH Prototype,0.6
1834,DyCuIn,0,0.110999678,MoNiP (P-62m),26,Common non-HH Prototype,-0.41
620,PrRhIn,0,0.164950736,MoNiP (P-62m),17,Common non-HH Prototype,-0.86
488,HoCuAl,0,0.211194712,MoNiP (P-62m),27,Common non-HH Prototype,-0.74
262,AgAlBi,0,0.196090417,phase_separating,19,Phase Separating,-0.86
1114,TiAuAl,0,0.0735556,[InNi2#Co1.75Ge],18,Other non-HH Prototype,0.74
329,AuCdTe,0,0.243039445,phase_separating,29,Phase Separating,-0.19
35,ErPdGa,0,0.225441039,MgSrSi (Pnma),33,Common non-HH Prototype,-0.67
1683,LuPtAl,0,0.257386924,MgSrSi (Pnma),16,Common non-HH Prototype,0.56
1181,LuPtSn,0,0.02119156,MoNiP (P-62m),17,Common non-HH Prototype,0.53
106,HfSiTe,0,0.830972653,[ZrSiTe],14,Other non-HH Prototype,0.93
1414,LaCuPb,0,0,AsHgK (P63/mmc),18,Common non-HH Prototype,0.45
